id,user,date,timestamp,commentText,likes
z133hrczptevsvxxm04cexlqvyaqwdqxmdk,BladeWinters,21 seconds ago,1488466040976,Can 'The Voice' sue for being linked to a government agency with such bad publicity?,0
z125ulzzyofiztan2234jr3bhlichz3sp,Vasectomy Fail,29 seconds ago,1488466040978,it's like going to a really crappy movie and the baby sitting next to you for once DOESN'T shit his pants and cry the whole time. it doesn't actually make the movie better.,0
z13bvnej3lnlf3axw04cibcrkmrqwvtz5yg0k,Alexia Tr,2 minutes ago,1488465920978,"VOICE? I think we already have institutions against crimes, let's call them, FBI, the Police department, the sheriff department, US Marshals, border patrol, ICE, state police, etc.",0
z13iez250nvjf11qw04cilkr0v33c13yxxc0k,Colin Silver,2 minutes ago,1488465920979,That Hannibal bit was the funniest most disturbing thing I've seen in a long time. lol.,0
z13iuxpanw2niwoskwj1jvzy2vnrcid0,Jace Purdy,2 minutes ago,1488465920980,Better tone but still awful content in the speech,0
z13yczkpolbfslfxn04cdho4ztbwj13odzo0k,The Best Gun Ever Necrochasm,3 minutes ago,1488465860981,"Got to admit one thing. As i get older time seems to go by faster, but with this jack fuck as president time seems to be going slower than it was before. Work days feel longer now which suck. Good times feel shorter and so does sex. Maybe that second one is my fault.",0
z12sgdmjutfbwles223ji5u5iliww5tet,alan rasmussen,3 minutes ago,1488465860982,"They put a bow on the POS, now we have a pretty POS. Yeah!",0
z13tup4b0wqefhamz22ai3t5usjfj11r404,four cats,4 minutes ago,1488465800982,"Trump's speech sucked so bad that I can't even laugh at Colbert. It's terrible that people's expectations were so low that this POS excuse for a president is admired for such a nationalistic low-key rant. And putting the widow on display for political gain was so cheesy, especially when he spent all week blaming the generals for his death.",0
z12osp3byk2qcjga404cijnjjybcejqhhwo0k,Ed Bain,7 minutes ago,1488465620983,One speech does not cancel out the reality of all of this....,0
z122g1zg0xrpf5tiv04cetpagmmkjbhac44,pop5678eye,7 minutes ago,1488465620984,"Trump has lowered the bar on what's considered 'presidential' so much that a banal speech, with only implied hatred is now considered 'presidential' just because it doesn't include a string of profanities. Sounding like a decent human being for the first time in months does not elevate one to the level of what's supposed to be the leader of the most powerful country in the world...",0
z13silwxnrjlv12d2230vtgyiofyutpla,Nurto Mohamed,9 minutes ago,1488465500984,"trump didn't shit his pants and rant and rave, but still saying the same bullshit, however, his tone changed and it's presidential and that's okay he gets an A+ speech.",0
z12fh3tgcxi3xv4bx04ceh2jvynpsrijdy40k,Yoru,10 minutes ago,1488465440985,At least if Lecter were our President we'd start teaching Home Ec again and my friends might know how to cook.,0
z12uxvh4vsyhip1ll22ueptjdremgnsr104,Nihilist Consciousness,11 minutes ago,1488465380986,USA is full with KKK slave owners hypocritical Christians.,0
z13gxryqvnefsrtut22cd1v53lzls1twf04,Greg K,11 minutes ago,1488465380986,"Trump put on his big boy pants and was able to string a couple of almost coherent sentences together. And he used lots of terrific and fantastic words too. The message was evil and ego ridden, but it sounded presidential. I'm so proud of him. Too bad his policies suck, but no one's perfect.",0
z13tsnczsmfoc1yoj04cinmh4wzmg3uxkwo0k,Murpaderp,18 minutes ago,1488464960987,All the shit he said during that speech and this is the highlight? This downplaying shit is why we're in this mess to begin with.,1
z13esb3ijvysybjzc04ci1qhlyfngfcrx3s,neo somaliana,19 minutes ago,1488464900988,omg that Hannibal was convincing.,0
z133jlaxcpyoyxxvw23tddvqesvgve40,TaYLoR GaNg OrDiE,19 minutes ago,1488464900989,Americans are so easily fooled it's laughable.,0
z12bhh1xrp3xgveju04cfbpjcxn3sxwh4lc0k,Help me,20 minutes ago,1488464840989,He is so salty,1
z135jnwg1kvyxztwd04cd5tagqvoxlxa2po0k,The Entrepreneur,21 minutes ago,1488464780990,"Guys , please do subscribe, i will subscribe you back.",1
z13xdfjaytezsd3wz04ci53gdw3lv15rxzk0k,James Burgess,22 minutes ago,1488464720991,"If he cares so much about crime and the death rate, how about limiting the ways criminals can get guns. He acts like immigrants are only strangling people.",0
z13mwhijutjatvwa004cjhpijn2qurybbns0k,St.godless,22 minutes ago,1488464720992,"If donald dick says hi to the Australian PM in a nice way, they gonna award the douche-in-chief with a Nobel Prize now",0
z13wwl0j0nerit2a004cfpvoduegencobrg0k,Dancoo,22 minutes ago,1488464720993,"This guy should rename his show the ""EveryThing Trump Says and Does I Will Critizise Show""",0
z13cjvuptujmvb1yd04cglsi5oqcindrirc0k,KalahariKAri,22 minutes ago,1488464720993,"Trump was acting like he was being fed his lines via earbud, but yes: 'nationalism with an indoor voice'. What a great line that was! :-)",0
z12syfcgbxymsl2ah04chvnz4kbiy5ty1ls0k,LuffiAce,22 minutes ago,1488464720994,"what about the crimes committed against immigrants, all racism and hate crimes, recently a man was killed in hate crime in Kansas",0
z13jhfuxdku1gp5s222eun1osozkehkfu,BizWiz,23 minutes ago,1488464660994,"Dear Trumpaloompas, in case you didn't get the memo: HILLARY CLINTON IS NOT THE PRESIDENT Every time Trumpty Dumpty fucks up now, HE is responsible. Your blame Hillary card has officially expired.",0
z12luvzbkwusfdiib04cejer1kezyjywchw,Mali Super,25 minutes ago,1488464540995,Praising Colbert for spreading hate and a lack of confidence in our government? Trump is working his butt off to make your life better!,0
z134tbu5lqmtw5cfa22cgx5astr0upfjt04,FutioN1,25 minutes ago,1488464540996,"One speech that ""sounds presidential"" and the mainstream media is just about ready to lick the guys balls?",1
z131j5zirwaix1qf122igl45xpyvzpjam04,orangewedges,27 minutes ago,1488464420996,"Plenty of news outlets made the same remarks about a shift in tone last year during one of his campaign speeches, if I'm remembering correctly. They made a big deal of it back then as they are now, as if somehow a shift in tone means a concomitant shift in mindset, beliefs and maturity. Obviously this is completely untrue in Trump's case. He is still an alternative president no matter what tone he speaks in.",0
z13gili4nr3ts11cm233ydujxxqhylkjz04,Michael Parker,27 minutes ago,1488464420997,These comments are pretty funny. Plenty of smart individuals around.,0
z12vzjmhmurwftl1v23mzhx5lru2xfonk,Srithor,29 minutes ago,1488464300997,Acting presidential would make him presidential. The problem is: He just talked in a presidential manner for a change.,0
z12dt1a42yqhg3wxe04ced540re4shlgdz00k,Carro Hart,34 minutes ago,1488464000998,Can native americans apply for VOICE? #trumpisanimmigrant,0
z12qfhhankyedzahm04cgdmbtxndsruylzc0k,Angie Crespin,39 minutes ago,1488463700998,"what a pathetic show, we get it your anti trump. no wonder your ratings suck",0
z13vffrjaxmytbi1k23rdxmyfw3xzxqr204,The Meme Man,39 minutes ago,1488463700999,this channel Is 4 libtards,0
z12msde4zkauhvr2y22fudbilmikcd2l3,G Gigi,39 minutes ago,1488463700999,"Never trust a narcissist, hinged or unhinged. He's making a mockery of the US.",1
z12ejfqannrjshbnw23fx1gprkntynlx004,jalal is changing,39 minutes ago,1488463701003,"In the words of Chris Rock "" you want credit for shit you're suppose to do""",1
z13tytepsmarer00522cuvmzmrzfw3bwm04,Sweet Heart,40 minutes ago,1488463641004,666th comment Illuminati confirmed,0
z12kytvisprytf2ln23vgbt54pyjcjmkm,jacob Borchert,40 minutes ago,1488463641005,Just because u have a night show.... doesn't mean people watch it MAKEAMERICAGREATAGAIN,0
z130crcgmsn5yz5ey23di3pbjnitsb3bk04,violet rocket,41 minutes ago,1488463581006,"Make America great again, Clariese! 😂",0
z12oujj5hvmfjhdam04cd52r1qazhfbxkak,FLYING DREAM PRODUCTIONS,42 minutes ago,1488463521006,"Okay, Colbert. You're a dick.",0
z12buj1ijxfadv12f23ogtnicu3yihomv,borot man,43 minutes ago,1488463461007,"Yeah, that's what America needs. A 2nd police and TSA.",0
z12rs5ty2tf3tvtkx230urrbcsfht1nsz,Powda Toast Mane,44 minutes ago,1488463401007,Trump will die in prison,0
z12pzp1g0yrfgdcvv22gvzrxfobyyvh1s,Edward Funn,47 minutes ago,1488463221008,Every Native American Tribe should file a report with VOICE.,0
z12rjlhhiliscvkna23vubtapzrjsvaz504,Matthew Huff,48 minutes ago,1488463161008,You were collaborating with the Clinton campaign no one gives a shit anymore,1
z13aztt5bomqwxf5i04cdh4jbom1tztzalc0k,Amitha Alex,48 minutes ago,1488463161009,What about all the legal immigrants that were killed by Americans? You know the Indian engineer who was shot dead in Kansas?,0
z133s31g0ojvgtaj104cd1yamni2zrwbcco,LUCUS VAZQUEZ,50 minutes ago (edited),1488463041009,"""What presidential language. I'm starting to forget that half the planet including some of our allies are pointing their nukes at us, people are still dying without alternative healthcare, and Antarctica is shriveling into an ice cube all as we speak.""",0
z12vhbszazmttt5wc04ci1hx3xnjin5azuo0k,Weedle Guy,51 minutes ago,1488462981010,"""Americans didn't pick their own fruits"" Well ain't the truth fancy. Most Americans also didn't do sewer Jobs. These are the kind of jobs only immigrants will do. The dirty jobs.",0
z125ytarmsrgenxwm04cd1ho0tyeehbahjc,Jolly Murder,52 minutes ago,1488462921010,Can't believe i used to listen to this French Pig.,1
z12kjj2ojvfwhrezn04cg52ilxvtxtebst40k,Barett Brandt,52 minutes ago,1488462929481,Sounding presidential doesn't make you president. That's right Stephen. Winning the election does.,1
z12ssbsx3qreybbvv22gh35gzofrs1wbg04,MisterWite1,53 minutes ago,1488462869482,"I'm just curious, what do you idiots (Stephen Colbert included) think Hillary Clinton would have been doing to America at this point had she won the presidency? You fucking morons. What does it take to open your eyes? What is it that Donald Trump has done to create this hysteria in all you snowflakes? Name one policy that is hurting you, please. Otherwise, shut the fuck up. You sound like retarded children.",0
z12lyn5zewzjy1uiu04cjvwh4prverjyppc0k,Yellowisk Sheppard,53 minutes ago,1488462869483,Voice sounds like the Gestapo,0
z12ay30z5yi4db23523swbdopkidzlx0e,Jessie Z,54 minutes ago,1488462809483,"I cannot believe we are at this point where seeing trump be ""presidential"" for 1 hour is considered a positive event....",1
z133etxgkmaydbcsv22tejwi4oryub44404,Rayswag Broadax,54 minutes ago,1488462809484,Lefists are officially in full damage control mode LOLOLOLOLOL YALL ARE SCREWED FOR THE NEXT 8 YEARS,1
z13xw55ogtmkuz2qo04cexdreqvaezowif4,Abhijeet P,55 minutes ago,1488462749485,He is a classy Man.,0
z12qwbzbbrzvs5o4i04cg5xygsjxh5ewa4g,six of one,56 minutes ago,1488462689485,"A speech is...well...a speech. Even Hitler gave them. You can say anything. They're words, not actions. And we all know Trump is a salesman, con artist, and manipulator above all else.",1
z13lhriipt2yijzjo04ch54arnaojf24bxo0k,philj212,56 minutes ago,1488462689486,the left has become a joke... lol,0
z13ivdiqjlm2ufaws04cd15p5or2wxtynqo0k,A Pug,56 minutes ago,1488462689486,Your triggered aren't you stephen,0
z135xdugzmzpvlaxe04chf5jov30h5pwnts0k,musicgenerator,57 minutes ago,1488462629487,"I seriously thought that after trump became president people would quieten down, but it's been over a month and they're STILL going on about him every singe day drilling him about every single thing he does, is Steven Colbert gonna still be talking about trump 6 months from now? What about a year from now? He doesn't just hate trump, but he loves to hate trump, he knows it's giving him material and money, that's all his show ever is now",0
z13zfha4qxz4vpedt23dd1pwtp3usl1zh04,philj212,57 minutes ago,1488462629487,trump is the president you need but not the one you deserve. idiots,0
z12dcp0yhsuotzbju04ccb5ialzst1diils0k,Josh Knippa,57 minutes ago,1488462629488,Aww! Baby Colbert. What a little pussy. Owned by the Clinton's.,0
z132xzsi2ke5vp0vd22xe5e4ikfkw5pqa04,Joshua Lewis,58 minutes ago,1488462569489,oh my.. what happened to the late show? I miss David Letterman,0
z13zy3bxjpmvzlxgt04cfhwaqxnzjnfh3ro0k,OldCatLady MB,1 hour ago,1488466049490,"Who wrote the speech? Wasn't Don. If he did it would have been .... "" I ☝did it 👌all 🖑 myself☝. It hasn't 🖐 been done 👌for many ☝ many years 🖐🖑. Not 🖑 like I 👌did it 🖑. It is 👌 tremendous ☝! It was 👌bigly 🖐🖑. Very ☝ very tremendous 👌. Before 🖑 it was ☝disgusting. 🖐 Only I ☝ could do ☝ it. 👌 🖑 I ☝am like a 👌 smart 🖑 person. Believe ☝me when 🖐 I ☝ tell ya, 🖐 people ☝ love me 🖐""",1
z12wgp1pkvaqvxow004cdbzonvvoytqq5f0,OSCAR CHAVOYA-ACEVES,1 hour ago,1488466049491,In my opinion the line that upsetted people the most is that one where he said DOJ and HS will assembly a task force to deal with the criminal cartels.,0
z13adbvbjluugr1br04cd3lisqnfub5anlg0k,Michael Parker,1 hour ago,1488466049491,"All I guess is Steve Bannon got a dog trainer in to use positive reinforcement to train Trump to do a speech, and if you pan the camera over you'd see him holding a $100 bill saying ""Good boy, does Donnie wanna treat?""",1
z13pid0zumytwxm0r23icx24bqfgvbvbp04,R33KO,1 hour ago,1488466049492,"VOICE? if the of wasn't counted, because sometimes articles aren't counted in the acronym, then wouldn't it be VICE?",0
z13xdxxbty25dl55004cedzgkqvtgbm4zw00k,American Zombie,1 hour ago,1488466049493,2018 people! Time to send Trump and the republican party back to hell where they came from!,0
z13chnjp4zb0cpgca22sj3ebtobszfssg,James Oates,1 hour ago,1488466049493,"just because you host the late show , that doesn't make you John Stewart",1
z124dplostykz1faq04cjpvx2k3pgjzyyws0k,Yes-Go,1 hour ago,1488466049494,WE NEED MORE DONALD LECTER IN THE FUTURE XD,0
z123w3apetqlz5icw235dt2yctu0ctnnx,Kira Amaya,1 hour ago,1488466049494,"You're just gonna disparage Trump no matter what he says or does aren't you? Most (sensible) people are not going to enjoy the ""Trump bad"" segment for the next 8 years.",0
z134i31zwkvijpk1y23jhbhyfue3dfwwg04,Paulaschoicefan,1 hour ago,1488466049495,Stephen is brilliant!,0
z124elt5so3nsnymp23iwpqjfk2qy1l0v,Dajvedo,1 hour ago,1488466049495,Didn't you liberals cry about Trump not acting presidential?,0
z13hhlw5fxmpwxlqm04chfu5jvazwnyoglg0k,Jonathan Taylor,1 hour ago,1488466049496,"What part of ""revolution"" is too difficult to understand?",0
z13ezhh5eyvaidmuc23phfjovl3jx5cjl04,Xiānshēng Lee,1 hour ago,1488466049497,The US is the laughingstock of the world ! This is pathetic. The US will never be taken seriously even decades after Trump.,1
z13xtrhgborksh0hb04cglujyzrjux54qis,Deatheater9,1 hour ago,1488466049497,"Every single day with Trump. Bush was made fun of a lot, but I swear Jon Stewart wouldn't talk about him every single episode. This isn't even a political show. It's a talk show. I didn't vote for Trump, but do we really need to talk about every little thing? The guy could casually walk down the sidewalk and every show would still talk about him for a segment. ""He did something stupid! Haha!"" ""He did something good! Haha!"" Is there really NOTHING else at all to talk about? I'm tired of criticism being more for views than actual criticism.",0
z13hzzgzimyysdfcu233dxp44neoifdeu,NinjaTrickVideos,1 hour ago,1488466049498,Colbert is legitimately mad Trump acted presidential- it forces a change in mood of jokes that Colbert just can't pull off like John Stewart.,0
z13jt1qbno2fwv3ub23hyfbhbof3urn0w,Ricardo Carranza,1 hour ago,1488466049498,just because you call yourself a comedian doesn't mean you're a comedian,0
z13mivyaurvgwrdf522cs3zorxrcubc4q04,Robert Mendez,1 hour ago,1488466049499,Got Colbert a box of tissues....he might need it.,0
z13efvb5cnuainw3n23kylx4qt2nhl1oj04,Spore6001,1 hour ago,1488466049500,I thought starting off with a word and then creating the acronym around it was something you only saw people do in films...,0
z13eefzpftu3uxn5o04ccvagexfcw1yanbk,holyteejful,1 hour ago,1488466049501,"Ah yes show and spread your ignorance of ""Republican is this Democrat is that"" bullshit.",0
z13wt1db3zijcfltm22psdrrzkygsxski,logwind,1 hour ago,1488466049502,Oh fuck off.,0
z13wsdygrxnicjzpb04cjp3izu24ep4ohqk0k,Eric Sullivan,1 hour ago,1488466049503,Are we really going to have to listen to the same shitty jokes for the next 8 years? Shut up Colbert.,0
z12fibc5zrntyjy3c23tvvnxtkixihu4r04,Richard Servello,1 hour ago,1488466049503,Ironic that the Red President is resurrecting McCarthyism.,0
z132jjwzsmqbsdmpe04civpivsyqfzsylpc0k,Adrian Fonseca,1 hour ago,1488466049504,No it only got good reviews from his buddy's . But it was all a waste of time he didn't say anything important at all,0
z13zjnkhwxuhff51f22me33q5tqduzt3e,Morgan Burke,1 hour ago,1488466049504,If only Colbert could do an impression of Trump as good as Adam Baldwin does ...,0
z12kjx4xqpibclffg22sg5xa4m2edzlyx04,Shadow Marley,1 hour ago,1488466049505,Soooo Cheessy and boring,0
z12fs1gptyqlz5kmt22awfppklfnz1k0y,Martin Kortner,1 hour ago,1488466051579,How the bar has fallen,0
z13uv3pr2lmiwry1w23jyjjggorzefdbk04,Jordan,1 hour ago,1488466051589,Stephen is just starting to sound whiny at this point,0
z13sxtnoenvtv301022etn4xxpukfnw1j,Terncote,1 hour ago,1488466051595,Honest Disabe.,0
z12msbmbkwuac5aps04cinybvnzgcpnwuw00k,Jonathan,1 hour ago,1488466051596,"This reminds me of that Chris Rock joke; ""People want praise for things they're SUPPOSED to do, when a mother says 'I TAKE CARE OF MY KIDS!'... That's what you're SUPPOSED to be doing!!! People saying ""He actually sounded like a President with that speech'... That's what he's SUPPOSED to be doing... don't give him credit for shit he's supposed to be doing, this is merely a rare occasion when he hasn't fucked up massively for once",1
z121ddmxryiss53ql04chbpwzrrah5azs04,james64ibm,1 hour ago,1488466051609,"The change in facial expression of both Pence and Ryan when he spells out ""Immigration"" really tells the whole story: ""Oh Donald, you almost made it through your speech, and now you fucked up again you tool!""",0
z13wh5po3lrwcjbnu222v5rigr31f5nof04,xxxdeathxxxx1,1 hour ago,1488466051614,You democunts need to grow a pair. Can't wait for some liberal being triggered.,0
z13exvgozzyed5pt022yct5bvpjextgfo,Khanh Nguyen,1 hour ago,1488466051621,why would you break up these clips like this?? why not keep it all in one clip??,0
z12pvf1zxlv3hlvnr22gzho5slqwxhzkk,Tia Black,1 hour ago,1488466051626,Don't be fooled!,0
z13wix24ewvbjvovt235izob2ojohjdkk,joelioes,1 hour ago,1488466051632,not his best monologue but I'll take it...his monologue a week ago was amazzziiingg..this is not,1
z13gglv4ol2mw5wyz04cc3madzrewdizdcg,Wyllomy Greene,1 hour ago,1488466051640,"Nice haircut, but the suit looks weird on my phone..",0
z12lip2xtnqxvvicb22pc5gzsv30xhupr04,Tinandel,1 hour ago,1488466051647,"Jesus Christ, I thought I'd said this enough, but the left keeps being misleading as hell so I guess I have to keep repeating myself... The studies which show immigrants have a much, much lower propensity to commit crimes is 100% true.... for the population of LEGAL immigrants, which is who the studies focused on. The studies said absolutely nothing at all about illegal immigrants or refugees, who arrive under very different circumstances.",0
z125frcoiz3pf10zj04cir4wllnds3eoekc0k,MegaDutcher,1 hour ago,1488466054785,Not insulting everybody does not make you presidential...just means your acting normal for once.,0
z12tifhqwvr2sbzg304cjftasq2qfttihu40k,JackelZXA,1 hour ago,1488466054790,"I think Colbert's old character ""Unflinchingly Patriotic Idiot"" was much funnier than his current character ""Insufferable Liberal Idiot"" ...",0
z120ghgjlkb3utjv223ihffq5ve5j5beg,bbrock RailFan,1 hour ago,1488466054791,I am reading all the as usual liberal pissing and moaning comments with your faithful leader bitter ass Colbert.,0
z13khhaxftbpiai0kxmtcpuiaoumhays,Daniel Bebop,1 hour ago,1488466054794,"Literally the same arguements german right and conservative parties used in the refugee crisis. It's just riding on the wave of popular hate. Saying things like this, doing politics like this.. should be punished as a hatecrime with long prison sentences!",0
z132ujtberjrhfg4t04cgzqz1vzttldq3fc,Hulkonala,1 hour ago,1488466054797,Republicans want unity now? where was this unity during Obamas administration. NO UNITY... ONLY RESISTANCE...,0
z13ojl3jroedc3hdz23aehrgrwbzu1uen,AntoineP76,1 hour ago,1488466054803,I need help here. I'm french and i don't know what's the E word he's talking about :/,0
z130ujt4ioqafjmiu04ccpuimtfmejtqar40k,mandi mclearie,1 hour ago,1488466054806,that was brilliant with Hannibal...................,1
z13qjvl5nzegilct522hihdyfluiejcax04,Smug Anime Face,1 hour ago,1488466054811,"Mmm mm, all these liberal tears taste delicious. Heil Trump!",0
z13yu5rhvzmdc3eve23tuxeippn5ffzrp04,Ophiidiian,1 hour ago,1488466054813,"I mean, hell. I act Presidential in my CEO Organization, but I'm not an actual president of anything. Good job, Drumpfle.",0
z12vi13qksboztxtd23nipbzcymrezwin04,I. Nardone,1 hour ago,1488466054816,That Voicenchilada is just going to make a lot of fake incidents like the idiots that shoot themselves and then pretend some vicious immigrants attacked them.,0
z13nvjpqyxmuy3wbc04cjpz4jxeqin4rf4w,ShellLoves Jesus,1 hour ago,1488466054820,"Just que the Rolling Stones song ""Sympathy for the Devil"" because that is all Alex Jones is doing for Trump the devil incarnate....",0
z13duhc5wvf2ev4rt04cjfci3lf3ipobvxs0k,Jakub Ušelík,1 hour ago,1488466054821,Oh my god :D I lost it on the Lecter part :D,1
z12ov5bqqxvshjdg404chlwg5uf4sj2belk0k,Alex Vasquez,1 hour ago,1488466054824,Praise Trump! Screw all you people bad mouthing Trump. Give him a chance. Any little thing that Trump does and says is shit on by all of you sore losers.,0
z122fn4zru2ysvqpu04ce3ahenrwwny4pso0k,Jeffrey Pride,1 hour ago,1488466054826,"He just blamed generals for the Yemen raid, this is why you can't give him credit for just talking nice, the next day he will wake up and do something ignorant",1
z12csrmikobtcfljf04cfv0xuse3cndbciw,scotcheggable,1 hour ago,1488466054829,criminal immigrants means people who illegally immigrated you disingenuous hack,0
z12ktznovkn1ztxew23xgzzh3zexzdrs1,Dani Flunky Cook,1 hour ago,1488466054830,"No matter how much you guys are crying, he IS your president. you are past due to acceptance at this point. And it's the other way around, he can act un-presidential but still be your president. Again, embrace the fact and end your suffering.",0
z12lh1ixsoqztl3pu04cf1t4ovust5wznwg0k,Par Ailurus,1 hour ago,1488466054833,"Stephen, I used to be on your side but your Trump hate has gone too far in this video. Comparing the man to an absurd, psychopathic menace-to-society is unacceptable and I, for one, will not stand idle while you defile the name of Dr. Lecter.",2
z13qyhogmyz0zpsvn22pvvaiknqzijzoi04,Kudotsu,1 hour ago,1488466054837,"As acronyms go, such words as ""of"", ""for"" and ""the"", for example, aren't included in the acronym. As such, ""Victims of Immigration Crime Engagement"" is really just ""VICE"".",2
